Index,IPA
6522,<> t̪ɐɾɐbɪɾ nɐmɟɐ t̪o khɔt̪o mɐmɟɪd̪o gɪjɐ khɔt̪o dɐ d̪e͡o̯।
6523,ɐllɐhɔe̯ t̪omɐɾ poɾɪkkhɐ d̪e͡ɪ̯kko bɐlɐ kɪ bɦɐlɐ ɾeɟɐtt koɾo।
6524,bɦɐlɐ ɾeɟɐtt <> mɐe̯ d̪ɐjɐ d̪ɪchɪ।
6525,"ɐmɪ <> t̪omɐɾ cɐcɪ, t̪omɐɾ khɐlɐ।"
6526,ʃɔbɐ͡ɪ̯ ɟɐmu।
6527,ʃɔbɐ͡ɪ̯ ɟɐ͡o̯।
6528,"ɟɐ͡o̯, ɟɐ͡o̯ ɐɟɐn d̪ɪche ɟɐ͡o̯।"
6529,ɐɟɐneɾ lɔge-lɔge ɟɐ͡o̯n lɐge ʃo͡o̯bo ɐche।
6530,ɟɐ͡o̯।
6531,t̪omɾɐ gele <> nɐnɐ bɐ͡ɪ̯ɾe d̪e͡ɪ̯kkɐ-d̪e͡ɪ̯kkɐ ʃɪjo nɐnɐ bɐje <> ɔ͡ɪ̯jɐ ɟɐ͡ɪ̯t̪ɐche gɐ।
6532,"t̪omɾɐ, t̪omɾɐ khɐɽu͡ɪ̯le"
6533,t̪omɾɐ gɪjɐ ɪjɐ koɾle ɐmɾɐ͡o̯ lɔge <> d̪ɔɾɟɐ d̪ɪjɐ he͡ɪ̯ɾɐ khɐɽu͡ɪ̯ ɟɐ͡ɪ̯bogɐ।
6534,ho d̪eɾɪ koɾle͡ɪ̯ ɟɐllɐ।
6535,d̪eɾɪ ɔ͡ɪ̯jɐ ɟɐgɐ <> ɐ͡ɪ̯lɐmɪ koɾle kɔbɔɾo ɐgun ɟɔbolbo।
6536,ɐmɐɾ kɔt̪ɐ heʃɔm t̪umɪ ko͡ɪ̯t̪ɐ nɐ mɐe̯ bɔboɾo ɟɔbolbo।
6537,o͡ɪ̯ ɟe mɐe̯ mo͡ɪ̯ɾɐ ɾo͡ɪ̯che t̪umɪ ko͡ɪ̯jɐ ɐʃɐ-ɐʃɪ koɾt̪ɐcho।
6538,nɪt̪oɾ d̪ɪnɪjɐ nɪt̪uɾ।
6539,nɪt̪oɾ chele nɪt̪oɾ।
6540,ko͡ɪ̯t̪ɐche ɛk <> kɔe̯ ɟɐnnɐ ɪjɐ ʃɐmɐne ɪjɐ <> kɪ mɐjɐ <> kɪ mɐjɐ lɐge ɪjɐe̯ bɐp mɐɾ kɪ mɐjɐ lɐge ɪjɐ <> kɪ mɐjɐ <> kɪ mɐjɐ lɐge ɪjɐ <> kɪ mɐjɐ <> kɪ mɐjɐ <> kɪ
6541,eɾt̪e beʃɪ mɐjɐ kɐɾ?
6542,phɔɾe kɔe̯ ɐmɐɾ ɐllɐhɾ।
6543,kɔe̯ d̪ehence ɐllɐhɾ lɐ͡ɪ̯gɐ ene mɐjɐ koɾben t̪o ɐbɐɾ ɟɪ-pɾot̪ lɐ͡ɪ̯gɐ mɐjɐ koɾben keɾe।
6544,ɐllɐhɾ lɐ͡ɪ̯gɐ mɐjɐ koɾben ɐmɐɾ ɐllɐe̯ ɔnek bɦɐlo <>
6545,"ɟod̪ɪ͡o̯ ʃɔ͡ɪ̯l khɐɾɐp lɐge, ɐt ɾɐkɐ phɔ͡ɪ̯ɽɐ ɐ͡ɪ̯jɐ phɔɾɪ।"
6546,bo͡ɪ̯jɐ phɔɽɪ।
6547,ɐt ɾɐkɐ phɔ͡ɪ̯ɽɐ ɐ͡ɪ̯t̪ɐɾbo।
6548,"ɐt ɾɐkɐ phɔ͡ɪ̯ɽɐ, bet̪eɾ phɔ͡ɪ̯ɽɐ ɐ͡ɪ̯jɐ phɔ͡ɪ̯ɾo।"
6549,t̪omɾɐ buɟɦo nɐ?
6550,ɪdɐ kɪnu ɪnɪk kɪnu buɟɪ nɐ।
6551,nɪnɪ͡ɪ̯ ko͡ɪ̯lɐm ɪnʃe ko͡ɪ̯che nɐ <> bɪʃ ɾɐkɐ͡o̯͡ɪ̯ phɔɽun lɐgbo।
6552,kɪnu ɟulum ko͡ɪ̯ɾɐ ko͡ɪ̯che nɐ koɾeɾ lɐ͡ɪ̯gɐ।
6553,"ɔkhon ɟɔhon bɦɐlo lɐgt̪ɐche nɐ, ɔʃuɟ, ʃu͡ɪ̯jɐ t̪hɐho।"
6554,bɦɐlo lɐge ɐbɐɾ phɪɽo।
6555,ʃɔ͡ɪ̯lo t̪o͡ɪ̯ ɟɔhon khɐɾɐp lɐge।
6556,ʃɔ͡ɪ̯l khɐɾpɐl lɐge <> bed̪eɾ phɔ͡ɪ̯ɾɐ ɐ͡ɪ̯jɐ phɔɾbɐ।
6557,ɟɐ͡o̯ t̪obu mɪʃ d̪ɪ͡o̯nɐ।
6558,ɟɐ͡o̯ ɔne ʃɐt̪ɐneɾ lɔge t̪ɔɾo koɾe।
6559,keɾe bɐnd̪ɦɐ koɾe e͡ɪ̯ ɟe t̪omɐɾ bɐnd̪ɐgɾe ɐmɪ nɪt̪ɐchɪ gɐ।
6560,ʃɐt̪ɐnɪ ko͡ɪ̯ɾɐ nɐmɟɐ phɔɾt̪o nɐ।
6561,"ɐllɐe̯ kɔe̯ ɟɐ <> e͡ɪ̯ ɟɪd̪ koɾ, ɟɪd̪ koɾ uth।"
6562,phɔɟɔɾ ɔkt̪o phɔɾle <> phɔɟɔɾ phɔ͡ɪ̯ɾɐ phut̪e nɪ?
6563,phɔɟɔɾeɾ <> e͡ɪ̯ ho nɐmɟɐ phɔɾe।
6564,ɟɪhɐɾeɾ ʃɔmɔe̯ kɔe̯ ɟe ʃɔt̪ɐnne o͡ɪ̯ɟe t̪omɐɾ bɐnd̪ɐ phɔɟɔɾo phɔɾche nɐ d̪ɪhɐɾo phɔɾche nɐ d̪ɪhɐɾo phɔɾche nɐ।
6565,d̪uphɔɾe d̪ɪchɪlɐm nɐ?
6566,ɐllɐe̯ kɔe̯ nɐ phɔɾbo।
6567,ɪjɐɾ phɔɾe bɐnd̪ɐ o͡ɪ̯ ɟe ɟe͡ɪ̯ bɐnd̪ɐ eʃɔb bɐnd̪ɐ ko͡ɪ̯t̪e-ko͡ɪ̯t̪e phɔɾe nɐ।
6568,ɟomɪmun ɐmɪ o͡ɪ̯ phɔɾɪ nɐ ko͡ɪ̯bo o͡ɪ̯ɟe t̪omɐɾ bɐnd̪ɐe̯ ɟɔhɔɾo phɔɾche nɐ।
6569,ɐllɐe̯ kɔe̯ ɐɾo ɐche ɐʃɔɾ nɐmɟɐ ɔ͡ɪ̯lɔ͡o̯ phɔɾbo।
6570,ɛmone ko͡ɪ̯t̪e-kɪt̪e ɛʃɐɾ ʃɔmɔe̯ ɪjɐ koɾle phɔɾeɾd̪ɪn।
6571,phɔɾe nɪɾʃɐm ɔ͡ɪ̯jɐ ɟɐe̯ gɐ ɟe ɐmɐɾ bɐnd̪ɐe̯ eʃɐ͡o̯ phɔɾlo nɐ!
6572,ʃɔt̪ɐne ɟɪt̪t̪ɐ ɟɐgɐ।
6573,ʃɔt̪ɐne ɟɪt̪t̪ɐ ɟɐgɐ buɟʃ।
6574,phɔɾe <> koɾe।
6575,t̪obu ɐllɐe̯ kɔe̯ mɐne ɛʃɐ͡o̯ ɟod̪ɪ phɔ͡ɪ̯ɾɐ phu͡ɪ̯t̪o t̪o ɐllɐe̯ khuʃɪ ɔ͡ɪ̯lo ɔ͡ɪ̯le।
6576,t̪o ɐmɾɐ kɔt̪o bɔɽo bed̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d
6577,ɐɟɐn d̪e͡o̯ mɐne ɐllɐɾ hukkɐ phɐlɪt̪ kɔɾɐ।
6578,eɾphɔɾe e͡ɪ̯ ʃɔje phoɟɔɾ nɐ pɐ̃c owɐkt̪ ɔɟɪje ɟe phɪ͡ɪ̯ʃ owɐʃ।
6579,pɐ̃̃c owɐkt̪ ɔɟu koɾle t̪omɐɾ phɪʃ owɐʃ lɐgt̪o nɐ।
6580,e͡ɪ̯ ɔɟod̪o͡ɪ̯ t̪omɐɾ phɪʃ owɐʃ।
6581,bɦɐnu͡o̯͡ɪ̯ t̪o phɐɾt̪o।
6582,ɐllɐhɾ ɾɔhɔm।
6583,ɐllɐe̯ mɐne ʃɔb koɾɪn ʃɔɾɪphɔɾe mɐ͡ɪ̯d̪d̪d̪e oʃʃod̪ɦo lehɐ͡o̯͡ɪ̯।
6584,ʃɔmɔt̪tɐ ɐt̪ɐ͡o̯͡ɪ̯ ʃoʃbɦɔ।
6585,"ɟɐnnɐ nɐ bɦɐbɪ koɾɐ͡ɪ̯neɾ ɔt̪hɐ d̪e͡ɪ̯jɐ, d̪e͡ɪ̯jɐ phɔɽen, kɔt̪o bɦɐlo lɐge!"
6586,ɔt̪ɔɾ d̪e͡ɪ̯khɐ phɔɽle ɟe͡ɪ̯ bɐlɐ!
6587,khɐlɪ mu͡ɪ̯ cɐe̯ phɔɽeɾ lɐ͡ɪ̯gɐ।
6588,ɔt̪ɔɾ ʃɔmɔe̯ke।
6589,"hɐbɪbɐ ɐphɐe̯ ko͡ɪ̯che, ɔt̪ɔɾ pɔ͡ɪ̯ɽɐ d̪e͡ɪ̯kko।"
6590,"bɔɽche nɐ, e͡ɪ̯ kunɪ ʃɔb ʃɔb ʃɔb ʃɔbʃɐɾ koɾbɐ।"
6591,kun ɟɪnd̪ɪ d̪ɪjɐ͡o̯͡ɪ̯ ɟɪnd̪ɪgɪ bɔɽbɐ।
6592,"kɔɾɐ͡ɪ̯ne ɟe͡ɪ̯tɐ lehɐ ɐche, ɪdɐ͡o̯͡ɪ̯ ʃɔb।"
6593,ʃot̪t̪t̪o।
6594,kɔɾɐ͡ɪ̯neɾ kɔt̪ɐ mɪt̪t̪ɐ nɐ।
6595,gɦume d̪ɦɔɾe।
6596,ʃɔɾt̪o kɪt̪ɐm।
6597,kunɐn।
6598,e͡ɪ̯che kunɪn ʃɔɾɪph।
6599,pɔɾe ɔnt̪ɐ।
6600,kunɪn d̪ɪjɐ͡o̯͡ɪ̯ ʃɔb kɪchu।
6601,kɔɾɐ͡ɪ̯neɾ e͡ɪ̯ d̪u͡ɪ̯nɐt̪e e͡ɪ̯dɐ e͡ɪ̯che <> ɐ͡ɪ̯t̪o nɐ।
6602,ɪjɐ o͡ɪ̯ɟe ɐmɪ ɛkɟon।
6603,muʃlɪm।
6604,ɐmɪ ɛkɟon ɐllɐhɾ bɐnd̪ɐ।
6605,ɪdɐ͡o̯͡ɪ̯ t̪o bɔɽo pɾɐʃʃɐɾ।
6606,muʃɔlmɐnɾeɾ gɦɔɾo ɟe bɦɪnt̪o e͡ɪ̯che ɪdɐ͡o̯͡o̯͡ɪ̯ bɔɽo kɔt̪hɐ।
6607,ɟɪnt̪o e͡ɪ̯che।
6608,ɐŋgeɾ nɔbɪɾ upɔmmo ɔ͡ɪ̯chɪ।
6609,ʃɔb nɪbɪɾ ɐge ɟɐ͡ɪ̯bɐ।
6610,ʃobɐɾ ɐge ɐmɾɐ <> ।
6611,muh ɐm d̪ɪjɐ ɾɐkche keɾe ʃumɐ͡ɪ̯jɐe̯?
6612,<> t̪omɾɐ gumɐe̯ ɾo͡ɪ̯cho ɟed̪ɪn ɟɐmugɐ ɪjɐɾpɐɾeɾ mɐ͡ɪ̯d̪d̪e।
6613,ɪjɐɾpɔɾ nɐ t̪ulchɪlɐ?
6614,<> eɾ phɔɾeɾd̪ɪn ɛt̪e ɐ͡ɪ̯jɐ ɾɐ͡ɪ̯t̪eɾ bedɐ ɐ͡ɪ̯jɐ gumɐ͡ɪ̯cho nɐ।
6615,ɐmɐɾ mubɐ͡ɪ̯l d̪ɐ t̪ulchɪlɐm।
6616,mɐt̪ɐdɐ bɦɪb koɾt̪ɐche।
6617,<> phɔɾe nɐmɟɐ phɔ͡ɪ̯ɾɐ khɐ͡ɪ̯bo ne।
6618,cɐ khɐ͡ɪ̯ben?
6619,<> cɐ bɦɪnɐ͡ɪ̯chɪn go।
6620,gud।
6621,t̪omɾɐ mɐ nɐmɟo phɔ͡ɪ̯ɾɐ khɐ͡ɪ̯bɐ।
6622,nɐ kono cɐ nɐ͡ɪ̯ nɐmɐɟ phɔ͡ɪ̯ɾɐ bɦɐt̪ khɐ͡ɪ̯bo ʃɔbɐ͡ɪ̯।
6623,ɐmɐɾ cɐ nɐ khɐ͡ɪ̯le bɦɐllɐgd̪ɐɾt̪o nɐ ɪjɐ ɾɔŋ cɐ khɐ͡ɪ̯le
6624,cɐ khɐ͡o̯n lɐgt̪o nɐ।
6625,ɐ͡ɪ̯cchɐ udu ʃɔbɐ͡ɪ̯ uto।
6626,ʃɔbɐ͡ɪ̯ upto।
6627,udu-͡u̯d।
6628,ɟɐ͡o̯ t̪omɾɐ ɟɐ͡ɪ̯le ɔ͡ɪ̯d̪o ɐmɾɐ ɟɐmu।
6629,t̪omɾɐ gelegɐ ɐmɾɐ khɐɽumu।
6630,nɐmɟɐph phɔɾmu <> phɔɾe e͡ɪ̯dɐ kɪ ebchoɾ ʃɪt̪o koɾbo nɐ e͡ɪ̯che gɐ
6631,<> omɐ o pɛd।
6632,ʃɐkɪbo <> hɛ।
6633,ʃɐkɪbo ʃɔŋŋɾ।
6634,bɦɔgɐɾ।
6635,ɐ͡ɪ̯cchɐ
6636,e͡ɪ̯ bochoɾ koɾbo?
6637,nɐ ʃɔbɦeɾ bɔchoɾ koɾbo?
6638,ʃɐmneɾ bɔchoɾ।
6639,"e͡ɪ̯ bochoɾ ʃɪje, ʃɪt̪o koɾbo?"
6640,"ʃɪt̪e, ʃɪt̪o humgɐ͡ɪ̯bo kono?"
6641,nɐ ʃɔt̪o nɐ go <> ɛ go।
6642,t̪ɪn dɐ ɟe͡ɪ̯ bɪŋɾmɐ <> ʃɐjɐd̪eɾe kono lɔ͡ɪ̯jɐ bo͡ɪ̯jɐ t̪hɐhon lɐgbo <>
6643,<> ɟɐ͡ɪ̯gɐ।
6644,ɟɐ͡ɪ̯t̪e ɪskulo kɔt̪ɐ e͡ɪ̯che nɐ ɔnekd̪ɪn e͡ɪ̯che।
6645,ɟɐnɐɟɔɾ ɪskul bɔɾ nɐ?
6646,ʃombɐɾt̪e <> ɾoɟɐm o͡ɪ̯ pɛʃ koɾɐ͡ɪ̯bo?
6647,ɐmgoɾ t̪eɾo t̪ɐɾd̪e pɾɪd̪d̪ɦo kɛʃ ɔ͡ɪ̯bo।
6648,<>ɟɐ͡ɪ̯t̪ɐche gɐ।
6649,e͡ɪ̯ ʃɐɟɪm utho।
6650,ɛkɪ।
6651,ɐɟɐn d̪ɪt̪ɐche upo।
6652,ɐʃʃɐlɐmu ɐlɐ͡ɪ̯kkɐm ɐmɪ t̪ɐbɐd̪ʃum d̪ɐn।
6653,ɐmɐɾ bɔjoʃ bɪʃ bɔchoɾ।
6654,ɐmɪ dɦɛphon ɪtɐɾnɪʃɐl ɪ͡ɪ̯nɪsɐɾɪtɪte pɔɽɐʃʃɐ koɾt̪eche।
6655,dɪpɐlɪd ɔph ʃɔph sɛphɐt͡o̯tɐɾ ɪɟɪnɪjɐɾe।
6656,kɐlɐkɐ d̪ɪ ɪjɐ ʃo͡ɪ̯d̪ɪ ɪd̪ ɔ͡ɪ̯bo।
6657,t̪o ɐmɾɐɾ o d̪ɐ phɔɾeɾd̪ɪn ɪd̪ ɔ͡ɪ̯bo।
6658,t̪o kɐlɐkɐ bɪʃo d̪ɪ ɛktɐ ɪjɐ ɐche।
6659,ɔto।
6660,ʃɔmgo nɐ-nɐ ʃo͡u̯d̪ɪt̪e ʃuɾbɐɾe ɪd̪ d̪ɪnbɐɾe ɪd̪ d̪ɪnbɐɾe ɪd̪ d̪ɪnbɐɾe ɪd̪।
6661,ʃɔmɐd̪ɐɾe ɪd̪।
6662,t̪o kɐlɐkɐ cɐn ɾɐ͡ɪ̯t̪e kɪ pɾɪʃ ɐche t̪ɔɾɐɾ?
6663,bɐɾpɪtɪ pɐɾtɪ।
6664,ɐɾ kɪ koɾt̪ɐɾcho?
6665,kɔt̪t̪o kɪchu͡ɪ̯ koɾun ɟɐe̯।
6666,ʃɔbɐ͡ɪ̯ mɔt̪ d̪e।
6667,e͡ɪ̯ ɐ͡ɪ̯cchɐ nɐd̪ɪmɾe mɛmone ko͡ɪ̯chɔʃ?
6668,heɾe ko͡ɪ̯chɪ ɐɟkɐ ko͡ɪ̯chɪlɐm ɐ͡ɪ̯t̪o ɔɾe kɐlke nɐkɪ ɪjɐ koɾbo।
6669,kɪ ko͡ɪ̯che?
6670,ɐɾ pɐtɪɾ kɔt̪ɐ͡o̯ bɦɐbchɪ ɪt̪t̪ɐne͡o̯ ɟɪgɐ͡ɪ̯che pɐtɪ d̪e͡o̯wɐɾ kɔt̪ɐ।
6671,o ɛkhon kɐloke mone hɔe̯ ɐʃbo।
6672,ɐɟke ɐɾo dɪ͡ɪ̯d kɔɾɐ ɔ͡ɪ̯bo।
6673,ɐɟke <> ʃɔmɔe̯ kɐlke ɐ͡ɪ̯bo ʃɔmɔe̯ <> ɐɾe kɪ ʃund̪ɔɾ bɐt̪ɐʃ cɐlɐe̯t̪ɐche।
6674,e͡ɪ̯ ʃon ɐ͡ɪ̯cchɐ elgulɐ bɐd̪d̪e।
6675,ɪd̪eɾ bɦɐnɐ kɪ?
6676,kɪ koɾbɪ?
6677,ko͡ɪ̯ ɟɐbɪ?
6678,gɦuɾt̪e nɪjɐ ɟɐ͡ɪ̯t̪ɪ nɐ?
6679,oɾbɦɐ͡ɪ̯jɐ ɟɐ͡o̯।
6680,ʃɔ͡ɪ̯jo?
6681,t̪ɐnhɐ ɐmɔɟɔɾ lɔge t̪hɐ͡ɪ̯k।
6682,ɪd̪eɾ d̪ɪn ʃɔ͡ɪ̯ɟo ɟe͡ɪ̯ mɐnuʃ t̪hɐhe।
6683,ɪd̪eɾ d̪ɪn ɟɐ͡ɪ̯t̪o nɐ।
6684,geɟɟɐm।
6685,"ho, ɐɾe kono ɛktɐ ɪbɦɪd ɔ͡ɪ̯le bɔɾɪɟeɾ ɟe͡ɪ̯ ɛktɐ ɔbost̪hɐ ɔe̯।"
6686,ɐtɐ͡e̯ o͡ɪ̯ ɟɐgɐ t̪hɐhe nɐ o͡ɪ̯ ɟɐgɐɾ mod̪d̪d̪e ɐbɐɾ o bɐbɐ।
6687,keɾmone ɐtmu <> t̪ɐɾ upɔɾe ɐbɐɾ ɟe͡ɪ̯ goɾom।
6688,ɐɾ o ɛmon d̪ɐ ɐche kɐlɐkɐ kɪ ɟɐnɪ ʃɔmɔt̪o ɾoɟɐɾ ɪd̪eɾ mɐɟɐ͡ɪ̯ ɪjɐ ɔe̯।
6689,bɔɾɪʃ ɐge।
6690,d̪ek ebɐɾo d̪ekbɪ ɐ͡ɪ̯jɐ phɔɾbo।
6691,ebɐɾo bole t̪ɪn t̪ɐɾd̪ɪn pɔɾd̪d̪d̪ɐ ɐ͡ɪ̯bo।
6692,ho ʃunchɪlɐm।
6693,ɐɟkeɾ ɐd̪hɐ͡o̯wɐ d̪ehɔʃ nɐ।
6694,kɪ kɪ kɔɾɐt̪ɐche।
6695,gɐcheɾt̪e thɔp-thp ko͡ɪ̯ɾɐ ɐm phɔɾt̪ɐche।
6696,ʃɔbkɪchu t̪hɐkbo।
6697,ɔhon ɟod̪ɪ ɐm cɐɾɪ koɾt̪e ɟɐ͡ɪ̯t̪ɐm t̪ɐ͡ɪ̯le beʃɪ bɦɐllɐgɔt̪o।
6698,ɐm mɐt̪t̪o ɐ͡ɪ̯t̪ɐche e͡ɪ̯le ɛmone cɐɾɪ koɾbo।
6699,ɐmgo nɐnluɾ bɐɽɪɾ gɐche ɐmɐɾ phɐ͡ɪ̯kkɐ͡o̯ gechegɐ।
6700,ho ɐllɐ t̪ɔɾe ko͡ɪ̯ch d̪ɪjɐ ɟɐ͡ɪ̯t̪o।
6701,d̪ɪjɐ geche nɐ mɐmɐɾ bɐ͡ɪ̯t̪o।
6702,kɐcɐ ɐm ene ɛgolɐ।
6703,ʃɐmɪ d̪ɪbo nɪ t̪ɔɾ mɐmɐe̯ mɐmɪ?
6704,mɐmɪ bɪʃ d̪ee̯।
6705,ɐ͡ɪ̯cchɐ t̪o t̪u͡ɪ̯ nɐ ɐmɐɾ t̪ɪn hɐɟɐɾ cɐ͡ɪ̯ɾʃo e͡ɪ̯che ʃɐlɪm।
6706,ɐmɐɾ bɔɽo bɐ͡ɪ̯ ɔhon ɐɾ chɔttu ʃɐɟɪʃ nɐ।
6707,t̪u͡ɪ̯ ɐmɐɾe ʃɐmɐmɪ d̪ɪbɪ <> mɐ͡ɪ̯nʃeɾe mɐne koɾt̪ɐm ɟe he͡ɪ̯ ɐmɐɾe mɐnche d̪ɪt̪ɐm।
6708,mɐnchɔt̪ nɪ?
6709,ɐmɐɾ t̪ɪn hɐɟɐɾ cɐʃʃo tɐkɐ ɪd̪eɾ ʃɐmɐʃɪ tɪche।
6710,ɪd̪eɾ ɐge।
6711,d̪ɪche kedɐe̯?
6712,t̪o͡ɪ̯le ɐmgoɾe ɛgulɐ d̪ɪjɐ lɐ͡ɪ̯cho।
6713,ɐmgo <> ɐbbu d̪ɪche ɛk hɐɟɐɾ।
6714,phɔɾe khɐlɐmɪ chudu khɐlɐmɪ d̪ɪche ɛk hɐɟɐɾ।
6715,ɐʃmɐ khɐlɐe̯ d̪ɪche pɐcʃo।
6716,mɐmɪ pɐcʃo।
6717,t̪ɪn hɐɟɐɾ।
6718,nɐnu nɐnɐe̯ mɪlɐe̯ t̪ɪʃʃo।
6719,mɐmɐnɪ ɛkʃo।
6720,ɪt̪t̪ɐn d̪ɐ kɪ koɾbɪ?
6721,o ɐbɐɾ ɪjɐ mɛɟo mɐmɐnɪ d̪ɪche nɐ ɛkʃo t̪ɐ͡ɪ̯le ɐmɐɾ pɐcʃo t̪ɪn hɐɟɐɾ।
6722,"ɪt̪ɐn, ɪt̪ɐnd̪ɐ kɪ koɾbɪ?"
6723,gɦuɾt̪ɐm ɟɐmu।
6724,ɐmgoɾe d̪ɪjɐ lɐ kɪchu।
6725,ɐmgoɾe guɾɐbɪ nɪ?
6726,e͡ɪ̯ ɐmɐɾ d̪uɾeɾt̪e bɐnd̪ɪ ɐ͡ɪ̯bo।
6727,o ho ho!
6728,t̪u͡ɪ̯ kɪ t̪ɔɾ ʃɐmɐm d̪ɪjɐ t̪ɔɾ bɐnd̪ubɪgɔɾe guɾɐbɪ?
6729,nɪɟɦum ɪt̪t̪ɐne ɐ͡ɪ̯bo।
6730,ʃot̪t̪t̪ɐɾe ɐ͡ɪ̯bo?
6731,ho <> e͡ɪ̯dɐ d̪ɐ ɐmɐɾe gɦuɾɐ͡ɪ̯lo nɐ e͡ɪ̯le।
6732,ko͡ɪ̯ guɾt̪ɪ ɟɐbɪ?
6733,ʃɔ͡ɪ̯ɟo ɐɾ ko͡ɪ̯?
6734,t̪u͡ɪ̯ ɟɐbɪ bɐɽɪt̪o?
6735,nɐ he͡ɪ̯ ɐ͡ɪ̯bo।
6736,kɔt̪o guɾt̪ɪ ɟɐbɪ t̪ɔɾe kɪ bɐɽɪt̪e d̪ɪbo nɐ kɪ।
6737,eno <> ɐmɐɾe ɐmɐɾe d̪ɪche nɐ t̪ɔɾ mɐe̯ ɟɐ͡o̯gɐe̯ ɟɐ͡o̯gɐe̯ ɟɐ͡o̯gɐe̯ ɟɐ͡o̯gɐe̯ ɟɐ͡o̯gɐe̯ ɟɐ͡o̯gɐe̯ ɟɐ͡o̯gɐe̯ ɟɐ͡o̯gɐe̯ ɟɐ͡o̯gɐe̯ ɟɐ͡
6738,ɐmɪ d̪u bɐt̪ t̪ɔɾ bɦɐje ɟe phulɐ t̪ɔɾ bɦɐje d̪ɪche nɐ t̪ɔɾ ɐmmue̯।
6739,ɐbɐɾ t̪ɔɾe d̪ɪbo nɐ kɪ!
6740,ɐmɐɾ ʃɔb bɐnd̪ɪɾɐ ɟɐ͡ɪ̯bo।
6741,t̪ɔɾ ɐmmue̯ d̪ɪle o͡ɪ̯ ɔ͡ɪ̯bo ɐmɾɐ d̪ɪt̪ɐm nɐ ebɐɾ t̪ɔɾe <> nɐ ɾe।
6742,ɟɐbɪ keŋge?
6743,ɛmone͡ɪ̯ ɟɐmugɐ।
6744,ko͡ɪ̯ ɟɐbɪgɐ?
6745,bɐnd̪ɪbɐɾ lɔge।
6746,chɐmɪ ebɐɾ ɪd̪eɾ ɟɐmɐ kɔjdɐ kɪcho?
6747,"ʃɔɾeʃ kɪt̪ɐm, ʃɔɾeʃ kɪt̪ɐm।"
6748,kunɐ e͡ɪ̯che kunɐ ʃɔɾɪph।
6749,phɔɾe ɔnnot̪ɐ।
6750,kunɪn d̪ɪjɐ͡ɪ̯ ʃɔbkɪchu।
6751,e͡ɪ̯ kɔɾɐ͡ɪ̯neɾ <> ɪdɐ e͡ɪ̯che d̪u͡ɪ̯nnɐt̪ t̪omɾɐɾ ɪjɐ o͡ɪ̯ ɟe ɐmɪ ɛkɟɔnɟɔnt̪o t̪omɾɐɾ ɪjɐ o͡ɪ̯ ɟe ɐmɪ ɛkɟɔnɟɔn
6752,ɪd̪eɾ ɟɐmɐ he͡ɪ̯ cɐ͡ɪ̯ɾdɐ kɪche ebɐɾ।
6753,cɐ͡ɪ̯ɾdɐ?
6754,t̪ɪndɐ e͡ɪ̯che t̪hɪ-pɪch ɐɾ ɛktɐ e͡ɪ̯che <> phɔɾeɾ ɪd̪d̪ d̪ekhbɪ ɛktɐ͡o̯ nɐ͡ɪ̯।
6755,kɪjeɾ bedɐ nɐ͡ɪ̯।
6756,phɔɾeɾ ɪd̪d̪o d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔʃ d̪ɔ
6757,phɔɾeɾ ɪd̪d̪o t̪u͡ɪ̯ ɛktɐ gɪnɪt ko͡ɪ̯ɾɐ lɐbɪ ɛktɐ ʃɔɾbɐe̯ gɪnɪt ko͡ɪ̯ɾɐ lɐ͡ɪ̯bo <> kɪ।
6758,t̪ɐ͡ɪ̯le ɐmɐɾe gɪnt koɾbo kɛdɐ?
6759,t̪omɐɾed̪o।
6760,"ɔbost̪ɪʃ, ɔbost̪ɪʃ d̪u͡ɪ̯ hɐɟɐɾ tɪjɐ d̪ɪbo phɔɾe d̪ɔʃ hɐɟɐɾ tɪjɐ ɾɐ͡ɪ̯kkɐ d̪ɪbo।"
6761,t̪omɐɾe bɦɐ͡ɪ̯je go͡ɪ̯t koɾche।
6762,ɐmɐɾed̪o gɪnɪt koɾe nɐ͡ɪ̯।
6763,komɽo gu͡ɪ̯ɟɐ pɐcʃo tɪjɐ ɛktɐ kɪ kɐlɐɾ ɟɐnɪ <> t̪u͡ɪ̯ ɛktɐ kɪ kɐlɐɾ ɟɐnɪ <> t̪u͡ɪ̯ ɛktɐ kɪ kɐlɐɾ ɟɐnɪ <> t̪u͡ɪ̯ ɛktɐ kɪ kɐlɐɾ ɟɐnɪ khɐ͡ɪ̯t̪ɐm nɐ।
